id_fiscal,fiscal,id_unico,etapa,estado,fh_estado,color,plazo,tipo_caso,dias,des_observacion_plazo,dias_paralizacion,dias_total_transcurrido
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120210006570000,INVESTIGACION PRELIMINAR,CON INVESTIGACION PRELIMINAR,14/06/2021 08:58:07:053,rojo.jpg,60,D,1466,Suspensión de Dias - Cuarentena,0,1466
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120210006790000,INVESTIGACION PRELIMINAR,CON INVESTIGACION PRELIMINAR,13/07/2021 16:23:21:643,rojo.jpg,60,D,1437,Suspensión de Dias - Cuarentena,0,1437
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120210007080000,INVESTIGACION PRELIMINAR,CON INVESTIGACION PRELIMINAR,15/06/2021 14:43:24:77,rojo.jpg,60,D,1465,Suspensión de Dias - Cuarentena,0,1465
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120210009690000,INVESTIGACION PREPARATORIA,FORMALIZA INVESTIGACION PREPARATORIA,28/03/2022 10:11:35:656,rojo.jpg,120,D,1179,Suspensión de Dias - Cuarentena,0,1179
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120210009960000,INVESTIGACION PREPARATORIA,FORMALIZA INVESTIGACION PREPARATORIA,24/10/2022 17:57:06:936,rojo.jpg,120,D,969,Suspensión de Dias - Cuarentena,0,969
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120210012320000,INVESTIGACION PRELIMINAR,CON INVESTIGACION PRELIMINAR,24/11/2021 01:57:01:213,rojo.jpg,60,D,1303,Suspensión de Dias - Cuarentena,0,1303
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120210012750000,INVESTIGACION PRELIMINAR,ASIGNADO PNP (PRELIMINAR),11/10/2021 20:33:13:16,rojo.jpg,60,D,1347,Suspensión de Dias - Cuarentena,0,1347
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120210014670000,INVESTIGACION PRELIMINAR,CON INVESTIGACION PRELIMINAR,28/10/2021 13:44:08:763,rojo.jpg,60,D,1330,Suspensión de Dias - Cuarentena,0,1330
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120210014990000,INVESTIGACION PRELIMINAR,ASIGNADO PNP (PRELIMINAR),5/11/2021 08:51:58:02,rojo.jpg,60,D,1322,Suspensión de Dias - Cuarentena,0,1322
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120210015200000,INVESTIGACION PRELIMINAR,ASIGNADO PNP (PRELIMINAR),5/11/2021 08:51:58:413,rojo.jpg,60,D,1322,Suspensión de Dias - Cuarentena,0,1322
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120210015750000,INVESTIGACION PRELIMINAR,ASIGNADO PNP (PRELIMINAR),26/11/2021 09:22:57:623,rojo.jpg,60,D,1301,Suspensión de Dias - Cuarentena,0,1301
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120210015930000,INVESTIGACION PRELIMINAR,CON INVESTIGACION PRELIMINAR,6/12/2021 13:41:08:556,rojo.jpg,60,D,1291,Suspensión de Dias - Cuarentena,0,1291
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120220001110000,INVESTIGACION PREPARATORIA,FORMALIZA INVESTIGACION PREPARATORIA,1/07/2022 18:39:45:756,rojo.jpg,120,D,1084,Suspensión de Dias - Cuarentena,0,1084
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120220001260000,INVESTIGACION PRELIMINAR,CON INVESTIGACION PRELIMINAR,14/02/2022 11:37:28:54,rojo.jpg,60,D,1221,Suspensión de Dias - Cuarentena,0,1221
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120220002320000,CALIFICACION,EN CALIFICACION (CALIFICA),9/03/2022 15:58:14:933,rojo.jpg,2,D,831,Con detenido,0,831
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120220002770000,INVESTIGACION PRELIMINAR,ASIGNADO PNP (PRELIMINAR),28/03/2022 09:41:08:013,rojo.jpg,60,D,1179,Suspensión de Dias - Cuarentena,0,1179
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120220003220000,INVESTIGACION PRELIMINAR,CON INVESTIGACION PRELIMINAR,22/04/2022 12:42:51:386,rojo.jpg,60,D,1154,Suspensión de Dias - Cuarentena,0,1154
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120220004970000,INVESTIGACION PRELIMINAR,ASIGNADO PNP (PRELIMINAR),9/06/2022 09:40:05:926,rojo.jpg,60,D,1106,Suspensión de Dias - Cuarentena,0,1106
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120220005210000,INVESTIGACION PRELIMINAR,ASIGNADO PNP (PRELIMINAR),12/06/2022 14:05:35:186,rojo.jpg,60,D,1103,Suspensión de Dias - Cuarentena,0,1103
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120220005770000,INVESTIGACION PREPARATORIA,FORMALIZA INVESTIGACION PREPARATORIA,11/10/2023 12:40:45:67,rojo.jpg,120,D,617,Suspensión de Dias - Cuarentena,0,617
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120220006240000,INVESTIGACION PRELIMINAR,CON INVESTIGACION PRELIMINAR,24/01/2023 13:08:27:756,rojo.jpg,60,D,877,Suspensión de Dias - Cuarentena,0,877
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120220006840000,INVESTIGACION PREPARATORIA,FORMALIZA INVESTIGACION PREPARATORIA,25/07/2022 18:09:54:093,rojo.jpg,120,D,1060,Suspensión de Dias - Cuarentena,0,1060
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120220007220000,INVESTIGACION PRELIMINAR,CON INVESTIGACION PRELIMINAR,24/10/2022 16:19:55:976,rojo.jpg,60,D,969,Suspensión de Dias - Cuarentena,0,969
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120220007270000,INVESTIGACION PREPARATORIA,FORMALIZA INVESTIGACION PREPARATORIA,22/05/2024 14:34:29:903,rojo.jpg,120,D,393,Suspensión de Dias - Cuarentena,0,393
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120220007280000,INVESTIGACION PREPARATORIA,FORMALIZA INVESTIGACION PREPARATORIA,18/01/2024 14:30:59:513,rojo.jpg,120,D,518,Suspensión de Dias - Cuarentena,0,518
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120220007860000,INVESTIGACION PRELIMINAR,CON INVESTIGACION PRELIMINAR,15/09/2022 09:51:59:52,rojo.jpg,60,D,1008,Suspensión de Dias - Cuarentena,0,1008
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120220007990000,INVESTIGACION PRELIMINAR,CON INVESTIGACION PRELIMINAR,20/10/2022 15:14:43:396,rojo.jpg,60,D,973,Suspensión de Dias - Cuarentena,0,973
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120220008230000,INVESTIGACION PRELIMINAR,CON INVESTIGACION PRELIMINAR,27/09/2022 10:31:35:006,rojo.jpg,60,D,996,Suspensión de Dias - Cuarentena,0,996
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120220008550000,INVESTIGACION PRELIMINAR,CON INVESTIGACION PRELIMINAR,27/09/2022 10:39:41:77,rojo.jpg,60,D,996,Suspensión de Dias - Cuarentena,0,996
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120220008920000,INVESTIGACION PRELIMINAR,CON INVESTIGACION PRELIMINAR,4/10/2022 12:17:35:666,rojo.jpg,60,D,989,Suspensión de Dias - Cuarentena,0,989
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120220009670000,INVESTIGACION PREPARATORIA,FORMALIZA INVESTIGACION PREPARATORIA,6/10/2022 10:38:19:906,rojo.jpg,120,D,987,Suspensión de Dias - Cuarentena,0,987
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120220011230000,INVESTIGACION PRELIMINAR,CON INVESTIGACION PRELIMINAR,5/01/2023 09:59:06:55,rojo.jpg,60,D,896,Suspensión de Dias - Cuarentena,0,896
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120230000380000,INVESTIGACION PRELIMINAR,CON INVESTIGACION PRELIMINAR,3/02/2023 13:20:17:34,rojo.jpg,60,D,867,Suspensión de Dias - Cuarentena,0,867
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120230001110000,INVESTIGACION PREPARATORIA,FORMALIZA INVESTIGACION PREPARATORIA,15/03/2023 15:08:19:16,rojo.jpg,120,D,827,Suspensión de Dias - Cuarentena,0,827
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120230001350000,INVESTIGACION PREPARATORIA,FORMALIZA INVESTIGACION PREPARATORIA,18/01/2024 15:00:47:803,rojo.jpg,120,D,518,Suspensión de Dias - Cuarentena,0,518
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120230001810000,INVESTIGACION PRELIMINAR,CON INVESTIGACION PRELIMINAR,4/05/2023 16:10:31:49,rojo.jpg,60,D,777,Suspensión de Dias - Cuarentena,0,777
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120230001950000,INVESTIGACION PRELIMINAR,ASIGNADO PNP (PRELIMINAR),5/04/2023 19:03:54:86,rojo.jpg,60,D,806,Suspensión de Dias - Cuarentena,0,806
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120230002310000,INVESTIGACION PRELIMINAR,CON INVESTIGACION PRELIMINAR,27/04/2023 16:11:45:976,rojo.jpg,60,D,784,Suspensión de Dias - Cuarentena,0,784
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120230003010000,INVESTIGACION PRELIMINAR,CON INVESTIGACION PRELIMINAR,27/04/2023 16:11:46:13,rojo.jpg,60,D,784,Suspensión de Dias - Cuarentena,0,784
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120230003020000,INVESTIGACION PRELIMINAR,CON INVESTIGACION PRELIMINAR,27/04/2023 16:11:46:15,rojo.jpg,60,D,784,Suspensión de Dias - Cuarentena,0,784
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120230003390000,INVESTIGACION PRELIMINAR,CON INVESTIGACION PRELIMINAR,8/08/2023 12:34:47:086,rojo.jpg,60,D,681,Suspensión de Dias - Cuarentena,0,681
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120230003830000,INVESTIGACION PRELIMINAR,CON INVESTIGACION PRELIMINAR,17/05/2023 12:39:43:16,rojo.jpg,60,D,764,Suspensión de Dias - Cuarentena,0,764
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120230003940000,INVESTIGACION PRELIMINAR,CON INVESTIGACION PRELIMINAR,25/05/2023 11:32:24:603,rojo.jpg,60,D,756,Suspensión de Dias - Cuarentena,0,756
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120230004130000,INVESTIGACION PRELIMINAR,CON INVESTIGACION PRELIMINAR,26/06/2023 08:58:08:02,rojo.jpg,60,D,724,Suspensión de Dias - Cuarentena,0,724
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120230005020000,INVESTIGACION PREPARATORIA,FORMALIZA INVESTIGACION PREPARATORIA,15/05/2025 16:46:38:52,verde.jpg,120,D,35,Suspensión de Dias - Cuarentena,0,35
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120230005340000,INVESTIGACION PRELIMINAR,CON INVESTIGACION PRELIMINAR,18/07/2023 12:00:46:72,rojo.jpg,60,D,702,Suspensión de Dias - Cuarentena,0,702
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120230005570000,INVESTIGACION PRELIMINAR,CON INVESTIGACION PRELIMINAR,19/07/2023 09:00:02:523,rojo.jpg,60,D,701,Suspensión de Dias - Cuarentena,0,701
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120230005860000,INVESTIGACION PRELIMINAR,CON INVESTIGACION PRELIMINAR,28/07/2023 11:31:12:26,rojo.jpg,60,D,692,Suspensión de Dias - Cuarentena,0,692
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120230006030000,INVESTIGACION PREPARATORIA,FORMALIZA INVESTIGACION PREPARATORIA,1/10/2023 15:08:09:243,rojo.jpg,120,D,627,Suspensión de Dias - Cuarentena,0,627
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120230006050000,INVESTIGACION PRELIMINAR,CON INVESTIGACION PRELIMINAR,23/08/2023 10:57:52:95,rojo.jpg,60,D,666,Suspensión de Dias - Cuarentena,0,666
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120230006080000,CALIFICACION,EN CALIFICACION (CALIFICA),17/08/2023 11:23:56:363,rojo.jpg,2,D,455,Suspensión de Dias - Cuarentena,0,455
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120230006090000,INVESTIGACION PRELIMINAR,CON INVESTIGACION PRELIMINAR,16/08/2023 11:12:04:19,rojo.jpg,60,D,673,Suspensión de Dias - Cuarentena,0,673
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120230006250000,INVESTIGACION PRELIMINAR,CON INVESTIGACION PRELIMINAR,1/08/2023 17:24:11:73,rojo.jpg,60,D,688,Suspensión de Dias - Cuarentena,0,688
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120230006300000,INVESTIGACION PRELIMINAR,CON INVESTIGACION PRELIMINAR,16/08/2023 11:12:04:316,rojo.jpg,60,D,673,Suspensión de Dias - Cuarentena,0,673
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120230006920000,INVESTIGACION PRELIMINAR,CON INVESTIGACION PRELIMINAR,7/08/2023 16:56:28:573,rojo.jpg,60,D,682,Suspensión de Dias - Cuarentena,0,682
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120230007000000,INVESTIGACION PRELIMINAR,ASIGNADO PNP (PRELIMINAR),25/08/2023 13:28:15:82,rojo.jpg,60,D,664,Suspensión de Dias - Cuarentena,0,664
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120230007790000,INVESTIGACION PRELIMINAR,CON INVESTIGACION PRELIMINAR,29/09/2023 16:09:00:543,rojo.jpg,60,D,629,Suspensión de Dias - Cuarentena,0,629
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120230008760000,INVESTIGACION PRELIMINAR,CON INVESTIGACION PRELIMINAR,23/10/2023 15:03:27:186,rojo.jpg,60,D,605,Suspensión de Dias - Cuarentena,0,605
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120230008780000,INVESTIGACION PRELIMINAR,CON INVESTIGACION PRELIMINAR,23/10/2023 14:59:13:736,rojo.jpg,60,D,605,Suspensión de Dias - Cuarentena,0,605
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120230009380000,CALIFICACION,EN CALIFICACION (CALIFICA),15/11/2023 07:39:57:39,rojo.jpg,2,D,391,Suspensión de Dias - Cuarentena,0,391
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120230009980000,INVESTIGACION PRELIMINAR,CON INVESTIGACION PRELIMINAR,17/11/2023 07:42:35:573,rojo.jpg,60,D,580,Suspensión de Dias - Cuarentena,0,580
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120230010090000,INVESTIGACION PRELIMINAR,CON INVESTIGACION PRELIMINAR,23/11/2023 10:01:44:67,rojo.jpg,60,D,574,Suspensión de Dias - Cuarentena,0,574
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120230010460000,INVESTIGACION PRELIMINAR,CON INVESTIGACION PRELIMINAR,12/03/2024 09:24:43:116,rojo.jpg,60,D,464,Suspensión de Dias - Cuarentena,0,464
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120230010490000,INVESTIGACION PRELIMINAR,CON INVESTIGACION PRELIMINAR,6/12/2023 11:54:51:436,rojo.jpg,60,D,561,Suspensión de Dias - Cuarentena,0,561
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120230010510000,INVESTIGACION PRELIMINAR,CON INVESTIGACION PRELIMINAR,6/12/2023 11:55:00:983,rojo.jpg,60,D,561,Suspensión de Dias - Cuarentena,0,561
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120230010550000,INVESTIGACION PRELIMINAR,CON INVESTIGACION PRELIMINAR,6/12/2023 11:54:39:863,rojo.jpg,60,D,561,Suspensión de Dias - Cuarentena,0,561
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120230011610000,INVESTIGACION PRELIMINAR,CON INVESTIGACION PRELIMINAR,18/12/2023 09:20:07:693,rojo.jpg,60,D,549,Suspensión de Dias - Cuarentena,0,549
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120230011760000,INVESTIGACION PRELIMINAR,ASIGNADO PNP (PRELIMINAR),20/12/2023 20:45:41:06,rojo.jpg,60,D,547,Suspensión de Dias - Cuarentena,0,547
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120240000010000,INVESTIGACION PRELIMINAR,ASIGNADO PNP (PRELIMINAR),9/01/2024 14:31:11:996,rojo.jpg,60,D,527,Suspensión de Dias - Cuarentena,0,527
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120240000660000,INVESTIGACION PRELIMINAR,CON INVESTIGACION PRELIMINAR,25/01/2024 13:54:10:19,rojo.jpg,60,D,511,Suspensión de Dias - Cuarentena,0,511
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120240000700000,INVESTIGACION PRELIMINAR,CON INVESTIGACION PRELIMINAR,22/02/2024 14:42:21:023,rojo.jpg,60,D,483,Suspensión de Dias - Cuarentena,0,483
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120240000910000,INVESTIGACION PRELIMINAR,CON INVESTIGACION PRELIMINAR,22/02/2024 16:01:34:363,rojo.jpg,60,D,483,Suspensión de Dias - Cuarentena,0,483
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120240001840000,INVESTIGACION PRELIMINAR,CON INVESTIGACION PRELIMINAR,14/03/2024 08:36:36:43,rojo.jpg,60,D,462,Suspensión de Dias - Cuarentena,0,462
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120240002040000,INVESTIGACION PRELIMINAR,CON INVESTIGACION PRELIMINAR,20/03/2024 12:12:50:15,rojo.jpg,60,D,456,Suspensión de Dias - Cuarentena,0,456
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120240002950000,INVESTIGACION PRELIMINAR,CON INVESTIGACION PRELIMINAR,16/04/2024 23:19:02:303,rojo.jpg,60,D,429,Suspensión de Dias - Cuarentena,0,429
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120240003560000,CALIFICACION,EN CALIFICACION (CALIFICA),10/04/2024 10:49:13:72,rojo.jpg,2,D,290,Suspensión de Dias - Cuarentena,0,290
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120240003960000,INVESTIGACION PRELIMINAR,CON INVESTIGACION PRELIMINAR,2/06/2024 14:55:02:816,rojo.jpg,60,D,382,Suspensión de Dias - Cuarentena,0,382
MDDCG,CHOQUE GARCIA FEDERICO,0360605060120240004390000,CALIFICACION,EN CALIFICACION (CALIFICA),2/06/2024 15:10:38:993,rojo.jpg,2,D,254,Suspensión de Dias - Cuarentena,0,254
