id_fiscal,no_fiscal,id_unico,fe_denuncia,fe_ing_caso,fe_asig,id_etapa,de_etapa,id_estado,de_estado,st_acumulado,tx_tipo_caso,condicion,fe_conclusion,de_mat_deli
MDBGN,BELTRAN GUTIERREZ NICO CLAUDIO,0360605060120180008850000,29/08/2018 08:44:00,29/08/2018 08:44:00,10/09/2019 16:29:14:41,0,CALIFICACION,1003,ARCHIVO CONSENTIDO,N,D,RESUELTO,10/10/2022 16:22:43:06,E.C.C.P. (ACTIVIDAD.COMER.NO.AUTORIZADA)
MDBGN,BELTRAN GUTIERREZ NICO CLAUDIO,0360605060120180009550000,12/09/2018 15:41:00,12/09/2018 15:41:00,10/09/2019 16:29:14:443,0,CALIFICACION,1003,ARCHIVO CONSENTIDO,N,D,RESUELTO,01/10/2022 16:06:41:62,E.C.C.P. (ACTIVIDAD.COMER.NO.AUTORIZADA)
MDBGN,BELTRAN GUTIERREZ NICO CLAUDIO,0360605060120180009600000,12/09/2018 15:47:00,12/09/2018 15:47:00,10/09/2019 16:29:14:45,0,CALIFICACION,1003,ARCHIVO CONSENTIDO,N,D,RESUELTO,07/06/2022 12:58:02:313,E.C.C.P. (ACTIVIDAD.COMER.NO.AUTORIZADA)
MDBGN,BELTRAN GUTIERREZ NICO CLAUDIO,0360605060120180009750000,14/09/2018 10:26:00,14/09/2018 10:26:00,10/09/2019 16:29:14:466,0,CALIFICACION,1003,ARCHIVO CONSENTIDO,N,D,RESUELTO,07/06/2022 13:00:16:493,E.C.C.P. (ACTIVIDAD.COMER.NO.AUTORIZADA)
MDBGN,BELTRAN GUTIERREZ NICO CLAUDIO,0360605060120180010060000,28/09/2018 16:16:00,28/09/2018 16:16:00,10/09/2019 16:29:14:49,0,CALIFICACION,1003,ARCHIVO CONSENTIDO,N,D,RESUELTO,01/10/2022 15:41:44:043,E.C.C.P. (ACTIVIDAD.COMER.NO.AUTORIZADA)
MDBGN,BELTRAN GUTIERREZ NICO CLAUDIO,0360605060120180010110000,28/09/2018 16:25:00,28/09/2018 16:25:00,10/09/2019 16:29:14:496,0,CALIFICACION,1003,ARCHIVO CONSENTIDO,N,D,RESUELTO,01/10/2022 16:55:26:156,E.C.C.P. (ACTIVIDAD.COMER.NO.AUTORIZADA)
MDBGN,BELTRAN GUTIERREZ NICO CLAUDIO,0360605060120180011810000,12/11/2018 09:46:00,12/11/2018 09:46:00,10/09/2019 16:29:14:583,0,CALIFICACION,1003,ARCHIVO CONSENTIDO,N,D,RESUELTO,20/05/2022 11:12:36:08,ABUSO DE AUTORIDAD
MDBGN,BELTRAN GUTIERREZ NICO CLAUDIO,0360605060120190000350000,04/01/2019 15:22:00,04/01/2019 15:22:00,10/09/2019 16:44:00:123,0,CALIFICACION,1003,ARCHIVO CONSENTIDO,N,D,RESUELTO,11/03/2022 10:00:18:58,E.C.C.P. (ACTIVIDAD.COMER.NO.AUTORIZADA)
MDBGN,BELTRAN GUTIERREZ NICO CLAUDIO,0360605060120190003900000,29/04/2019 12:38:00,29/04/2019 12:38:00,10/09/2019 16:44:00:346,0,CALIFICACION,1003,ARCHIVO CONSENTIDO,N,D,RESUELTO,22/07/2022 08:31:37:07,USURPACION (C/ARM.FUEG.EXPLOS.SUST.PEL.)
MDBGN,BELTRAN GUTIERREZ NICO CLAUDIO,0360605060120190003900000,29/04/2019 12:38:00,29/04/2019 12:38:00,10/09/2019 16:44:00:346,0,CALIFICACION,1003,ARCHIVO CONSENTIDO,N,D,RESUELTO,22/07/2022 08:31:37:07,USURPACION (DESTRUCCION.ALTERAC.LIMITES)
MDBGN,BELTRAN GUTIERREZ NICO CLAUDIO,0360605060120190004280000,17/05/2019 07:20:00,17/05/2019 07:20:00,10/09/2019 17:01:17:253,0,CALIFICACION,1003,ARCHIVO CONSENTIDO,N,D,RESUELTO,22/12/2021 11:01:39:67,LESIONES
MDBGN,BELTRAN GUTIERREZ NICO CLAUDIO,0360605060120190004910000,07/06/2019 12:35:00,07/06/2019 12:35:00,10/09/2019 17:01:17:323,0,CALIFICACION,1003,ARCHIVO CONSENTIDO,N,D,RESUELTO,15/07/2022 11:35:55:046,C.F.P. (FALSEDAD GENERICA)
MDBGN,BELTRAN GUTIERREZ NICO CLAUDIO,0360605060120190004910000,07/06/2019 12:35:00,07/06/2019 12:35:00,10/09/2019 17:01:17:323,0,CALIFICACION,1003,ARCHIVO CONSENTIDO,N,D,RESUELTO,15/07/2022 11:35:55:046,C.F.P. (FALSEDAD IDEOLOGICA)
MDBGN,BELTRAN GUTIERREZ NICO CLAUDIO,0360605060120190005710000,11/07/2019 15:18:00,11/07/2019 15:18:00,10/09/2019 17:01:17:393,0,CALIFICACION,1003,ARCHIVO CONSENTIDO,N,D,RESUELTO,22/12/2021 11:13:43,RECEPTACION AGRAVADA(SOBRE VEHICULO AUTOMOTOR O PARTE IMPORTANTE)
MDBGN,BELTRAN GUTIERREZ NICO CLAUDIO,0360605060120190005830000,17/07/2019 08:49:00,17/07/2019 08:49:00,10/09/2019 17:01:17:406,0,CALIFICACION,1003,ARCHIVO CONSENTIDO,N,D,RESUELTO,16/12/2021 10:41:52:126,RECEPTACION AGRAVADA(SOBRE VEHICULO AUTOMOTOR O PARTE IMPORTANTE)
MDBGN,BELTRAN GUTIERREZ NICO CLAUDIO,0360605060120190006190000,01/08/2019 11:01:00,01/08/2019 11:01:00,10/09/2019 17:01:17:453,0,CALIFICACION,1003,ARCHIVO CONSENTIDO,N,D,RESUELTO,24/06/2022 20:47:58:493,HOMICIDIO
MDBGN,BELTRAN GUTIERREZ NICO CLAUDIO,0360605060120190006300000,02/08/2019 10:50:00,02/08/2019 10:50:00,10/09/2019 17:01:17:456,0,CALIFICACION,1003,ARCHIVO CONSENTIDO,N,D,RESUELTO,24/06/2022 20:32:09:346,HURTO AGRAVADO (CASA-HABITADA)
MDBGN,BELTRAN GUTIERREZ NICO CLAUDIO,0360605060120190006380000,05/08/2019 15:30:00,05/08/2019 15:30:00,10/09/2019 17:01:17:473,0,CALIFICACION,1003,ARCHIVO CONSENTIDO,N,D,RESUELTO,24/06/2022 20:47:07:446,HURTO AGRAVADO(SOBRE VEHICULO AUTOMOTOR)
MDBGN,BELTRAN GUTIERREZ NICO CLAUDIO,0360605060120190006610000,21/08/2019 09:33:00,21/08/2019 09:33:00,04/09/2019 08:51:54:18,0,CALIFICACION,1003,ARCHIVO CONSENTIDO,N,D,RESUELTO,12/01/2021 16:49:00:843,ESTAFA
MDBGN,BELTRAN GUTIERREZ NICO CLAUDIO,0360605060120190007490000,26/09/2019 07:57:00,26/09/2019 07:57:00,30/09/2019 15:19:56:92,0,CALIFICACION,1003,ARCHIVO CONSENTIDO,N,D,RESUELTO,22/12/2021 11:10:22:713,D.P.C. (IMPRUDENC.CONDUCCION.VEHICULAR)
MDBGN,BELTRAN GUTIERREZ NICO CLAUDIO,0360605060120190008280000,22/10/2019 15:27:00,22/10/2019 15:27:00,24/10/2019 08:09:33:373,0,CALIFICACION,1003,ARCHIVO CONSENTIDO,N,D,RESUELTO,27/11/2023 15:32:25:793,HOMICIDIO
MDBGN,BELTRAN GUTIERREZ NICO CLAUDIO,0360605060120190008390000,24/10/2019 10:48:00,24/10/2019 10:48:00,28/10/2019 12:49:32:263,0,CALIFICACION,1003,ARCHIVO CONSENTIDO,N,D,RESUELTO,22/12/2021 10:47:52:473,HOMICIDIO
MDBGN,BELTRAN GUTIERREZ NICO CLAUDIO,0360605060120190008400000,24/10/2019 14:50:00,24/10/2019 14:50:00,28/10/2019 12:49:32:27,0,CALIFICACION,1003,ARCHIVO CONSENTIDO,N,D,RESUELTO,17/06/2021 16:17:13:99,LESIONES (CULPOSAS)
MDBGN,BELTRAN GUTIERREZ NICO CLAUDIO,0360605060120190009490000,13/12/2019 06:09:00,13/12/2019 06:09:00,16/12/2019 09:56:09:153,0,CALIFICACION,1003,ARCHIVO CONSENTIDO,N,D,RESUELTO,14/07/2021 10:52:16:106,LESIONES
MDBGN,BELTRAN GUTIERREZ NICO CLAUDIO,0360605060120190009670000,19/12/2019 13:21:00,19/12/2019 13:21:00,20/12/2019 13:43:26:623,0,CALIFICACION,1003,ARCHIVO CONSENTIDO,N,D,RESUELTO,22/02/2022 09:49:07:936,HURTO
MDBGN,BELTRAN GUTIERREZ NICO CLAUDIO,0360605060120190009790000,23/12/2019 18:38:00,23/12/2019 18:38:00,03/01/2020 07:02:16:926,0,CALIFICACION,1003,ARCHIVO CONSENTIDO,N,D,RESUELTO,22/12/2021 11:21:53:646,CONTRA LA VIDA/EL CUERPO Y LA SALUD
MDBGN,BELTRAN GUTIERREZ NICO CLAUDIO,0360605060120200001280000,06/02/2020 07:39:00,06/02/2020 07:39:00,13/02/2020 06:45:18:11,0,CALIFICACION,1003,ARCHIVO CONSENTIDO,N,D,RESUELTO,24/09/2021 12:05:44:39,LESIONES
MDBGN,BELTRAN GUTIERREZ NICO CLAUDIO,0360605060120200001430000,17/02/2020 13:31:00,17/02/2020 13:31:00,18/02/2020 09:33:00:223,0,CALIFICACION,1003,ARCHIVO CONSENTIDO,N,D,RESUELTO,17/10/2022 09:25:48:753,SECUESTRO
MDBGN,BELTRAN GUTIERREZ NICO CLAUDIO,0360605060120200001740000,04/03/2020 06:21:00,04/03/2020 06:21:00,12/03/2020 12:34:13:166,0,CALIFICACION,1003,ARCHIVO CONSENTIDO,N,D,RESUELTO,24/05/2022 14:22:07:946,"CONDUCCION ESTADO DE EBRIEDAD O DROGADICCION (CONDUCCI”N, OPERACI”N O MANIOBRA DE VEHÕCULO MOTÖ"
MDBGN,BELTRAN GUTIERREZ NICO CLAUDIO,0360605060120200002120000,12/03/2020 09:55:00,12/03/2020 09:55:00,13/08/2020 09:25:20:03,0,CALIFICACION,1003,ARCHIVO CONSENTIDO,N,D,RESUELTO,21/02/2022 11:41:09:5,"CONDUCCION ESTADO DE EBRIEDAD O DROGADICCION (CONDUCCI”N, OPERACI”N O MANIOBRA DE VEHÕCULO MOTÖ"
MDBGN,BELTRAN GUTIERREZ NICO CLAUDIO,0360605060120200004960000,30/11/2020 10:35:00,30/11/2020 10:35:00,03/12/2020 10:16:25:5,0,CALIFICACION,1003,ARCHIVO CONSENTIDO,N,D,RESUELTO,05/10/2021 17:16:17:466,ESTAFA
MDBGN,BELTRAN GUTIERREZ NICO CLAUDIO,0360605060120200005080000,30/11/2020 15:52:00,30/11/2020 15:52:00,11/12/2020 07:53:40:633,0,CALIFICACION,1003,ARCHIVO CONSENTIDO,N,D,RESUELTO,06/10/2021 17:29:03:153,CULPOSO
MDBGN,BELTRAN GUTIERREZ NICO CLAUDIO,0360605060120200005810000,19/12/2020 18:18:00,19/12/2020 18:18:00,30/12/2020 08:53:52:296,0,CALIFICACION,1003,ARCHIVO CONSENTIDO,N,D,RESUELTO,22/12/2021 10:43:58:803,HOMICIDIO
MDBGN,BELTRAN GUTIERREZ NICO CLAUDIO,0360605060120200005860000,19/12/2020 19:44:00,19/12/2020 19:44:00,30/12/2020 08:53:52:33,0,CALIFICACION,1003,ARCHIVO CONSENTIDO,N,D,RESUELTO,22/12/2021 11:02:31:603,CONTRA EL PATRIMONIO
MDBGN,BELTRAN GUTIERREZ NICO CLAUDIO,0360605060120210000970000,21/01/2021 16:31:00,21/01/2021 16:31:00,25/01/2021 17:35:29:073,0,CALIFICACION,1003,ARCHIVO CONSENTIDO,N,D,RESUELTO,22/12/2021 11:11:52:22,CONTRA LA VIDA/EL CUERPO Y LA SALUD
MDBGN,BELTRAN GUTIERREZ NICO CLAUDIO,0360605060120210002320000,09/02/2021 18:05:00,09/02/2021 18:05:00,18/02/2021 13:42:44:373,0,CALIFICACION,1003,ARCHIVO CONSENTIDO,N,D,RESUELTO,06/09/2022 17:35:35:14,RECEPTACION
MDBGN,BELTRAN GUTIERREZ NICO CLAUDIO,0360605060120210002620000,16/02/2021 07:40:00,16/02/2021 07:40:00,25/02/2021 08:04:31:336,0,CALIFICACION,1003,ARCHIVO CONSENTIDO,N,D,RESUELTO,23/03/2022 10:57:56:526,CONTRA LA VIDA/EL CUERPO Y LA SALUD
MDBGN,BELTRAN GUTIERREZ NICO CLAUDIO,0360605060120210006340000,11/04/2021 17:13:00,11/04/2021 17:13:00,13/04/2021 12:13:04:286,0,CALIFICACION,1003,ARCHIVO CONSENTIDO,N,D,RESUELTO,04/10/2022 11:29:15:243,VIOLACION DE LA LIBERTAD SEXUAL
MDBGN,BELTRAN GUTIERREZ NICO CLAUDIO,0360605060120210007980000,13/05/2021 16:26:00,13/05/2021 16:26:00,02/06/2021 17:04:24:076,0,CALIFICACION,1003,ARCHIVO CONSENTIDO,N,D,RESUELTO,06/09/2022 17:49:44:943,"CONDUCCION ESTADO DE EBRIEDAD O DROGADICCION (CONDUCCI”N, OPERACI”N O MANIOBRA DE VEHÕCULO MOTÖ"
MDBGN,BELTRAN GUTIERREZ NICO CLAUDIO,0360605060120210008010000,13/05/2021 16:46:00,13/05/2021 16:46:00,02/06/2021 17:04:24:096,0,CALIFICACION,1003,ARCHIVO CONSENTIDO,N,D,RESUELTO,26/06/2022 13:46:38:033,"CONDUCCION ESTADO DE EBRIEDAD O DROGADICCION (CONDUCCI”N, OPERACI”N O MANIOBRA DE VEHÕCULO MOTÖ"
MDBGN,BELTRAN GUTIERREZ NICO CLAUDIO,0360605060120210008690000,03/06/2021 18:11:00,03/06/2021 18:11:00,15/06/2021 12:50:30:92,0,CALIFICACION,1003,ARCHIVO CONSENTIDO,N,D,RESUELTO,24/09/2021 15:56:07:083,"CONDUCCION ESTADO DE EBRIEDAD O DROGADICCION (CONDUCCI”N, OPERACI”N O MANIOBRA DE VEHÕCULO MOTÖ"
